,Name,College,Quality Score,Difficulty Score,GPA,Would Take Again,Number of Ratings,Number of Sections,Total Students
1519,Anna Bigelow,College of Humanities and Social Sciences,2.7,3.9,3.1776209357652645,23.0769,21,37,1261
1520,Peter Gengler,College of Humanities and Social Sciences,5.0,3.0,3.37,100.0,1,2,38
1521,William Grant,College of Sciences,3.0,3.4,2.5791335372069315,50.0,7,50,4905
1522,Michael Weisel,College of Humanities and Social Sciences,3.5,4.0,3.051138211382115,50.0,2,23,369
1523,Graham Pitts,College of Humanities and Social Sciences,5.0,3.0,3.6096739130434785,100.0,5,6,92
1524,Jesse Crane-Seeber,College of Humanities and Social Sciences,3.5,3.0,3.390276020701553,45.9459,51,28,1739
1525,Karen Young,College of Humanities and Social Sciences,4.1,2.2,3.0862955854126684,-1.0,11,10,521
1526,Karey Harwood,College of Humanities and Social Sciences,5.0,3.5,3.175334101382489,100.0,2,30,868
1527,Jim Zink,College of Humanities and Social Sciences,2.7,4.2,2.663715170278638,33.3333,6,42,1615
1528,Tom Koch,College of Humanities and Social Sciences,4.3,2.8,3.0805000000000002,83.3333,6,5,100
1529,Austin Haigler,College of Humanities and Social Sciences,3.0,5.0,3.3606938775510207,0.0,1,7,245
1530,Sarah Mink,College of Humanities and Social Sciences,5.0,1.0,3.6034246575342466,100.0,1,2,73
1531,Philipp Tavakoli,College of Humanities and Social Sciences,2.0,2.9,3.097171420170539,0.0,9,49,3401
1532,Amy Glaser,College of Humanities and Social Sciences,3.4,3.1,3.044918655097614,55.0,20,41,1844
1533,Bethany Cutts,College of Natural Resources,3.0,2.3,3.126571428571429,33.3333,3,25,490
1534,Patsy Sibley,College of Humanities and Social Sciences,4.6,2.6,3.234808306709266,83.3333,29,63,1878
1535,Gary Blank,College of Natural Resources,4.0,2.6,3.1230785384292314,70.0,14,66,2381
1536,Khodr Zaarour,College of Humanities and Social Sciences,4.5,1.3,3.4869387755102035,100.0,4,8,245
1537,Tatiana Rabinovich,College of Humanities and Social Sciences,5.0,1.3,3.801140350877193,100.0,8,22,456
1538,Carol Lewald,College of Humanities and Social Sciences,4.3,3.6,3.2911294583883755,100.0,17,68,1514
1539,Helene Ducros,College of Humanities and Social Sciences,3.4,3.8,2.251160714285714,50.0,14,4,112
1540,Amanda Edwards,College of Humanities and Social Sciences,3.1,3.3,2.852306753458096,27.2727,23,81,2458
1541,Ali Ozturk,College of Humanities and Social Sciences,2.0,1.0,3.57441037735849,-1.0,1,18,424
1542,Dmitri Mitin,College of Humanities and Social Sciences,3.5,3.7,2.6241956809167033,70.5882,31,107,2269
1543,Frank Perry,College of Humanities and Social Sciences,4.7,2.6,3.5804767879548303,100.0,11,68,1594
1544,Katherine Ngaruiya,College of Humanities and Social Sciences,4.3,2.0,3.6073245614035088,0.0,2,9,228
1545,Richard Clerkin,College of Humanities and Social Sciences,3.3,3.0,3.339005847953217,50.0,4,15,342
1546,Paige Moore,College of Humanities and Social Sciences,3.7,2.0,3.6310679611650487,66.6667,3,3,103
1547,Honey Minkowitz,College of Humanities and Social Sciences,1.5,4.0,3.505809523809524,0.0,2,7,210
1548,Matthew Leight,College of Humanities and Social Sciences,1.0,3.0,3.253490566037736,0.0,1,5,106
1549,Lisa McNary,Poole College of Management,4.5,3.0,2.8332224770642203,-1.0,1,17,872
1550,Timothy Hinton,College of Humanities and Social Sciences,4.6,3.5,2.9242494089834503,85.0,20,52,1692
1551,Joseph Krylow,College of Humanities and Social Sciences,4.0,2.6,2.973042071197411,74.1935,31,15,618
1552,Catherine Driscoll,College of Humanities and Social Sciences,3.6,2.8,2.795281582952816,62.5,28,43,1971
1553,Ronald Endicott,College of Humanities and Social Sciences,3.2,3.4,2.7289523809523804,50.0,23,75,2835
1554,Eric Carter,College of Humanities and Social Sciences,3.9,2.3,3.256472121941435,66.6667,44,106,4986
1555,Nicholas Barber,College of Humanities and Social Sciences,4.9,3.1,3.2099668874172185,90.9091,22,12,604
1556,Benjamin Rancourt,College of Humanities and Social Sciences,4.2,2.8,3.1161023916292976,80.0,10,50,2676
1557,Robert Mabrito,College of Humanities and Social Sciences,2.7,2.7,2.961238512035011,23.0769,21,54,2285
1558,Stephen Puryear,College of Humanities and Social Sciences,4.1,3.0,2.871285963382738,100.0,33,60,2294
1559,David Pruitt,College of Humanities and Social Sciences,1.8,2.3,3.1411458333333333,0.0,4,11,480
1560,H Bondurant,College of Humanities and Social Sciences,1.7,3.6,2.6052995391705074,10.0,30,16,651
1561,Barbara Levenbook,College of Humanities and Social Sciences,2.7,3.9,2.271832098765432,47.619,40,52,2025
1562,Jason Bowers,College of Humanities and Social Sciences,1.3,4.0,3.1577697841726624,0.0,3,3,139
1563,Benjamin Bagley,College of Humanities and Social Sciences,1.9,3.0,2.86731884057971,25.0,8,12,552
1564,Steven Heiner,College of Humanities and Social Sciences,2.6,4.5,2.2354922279792744,50.0,4,17,579
1565,Andrew McFarland,College of Humanities and Social Sciences,1.0,4.0,2.587619047619048,0.0,1,4,168
1566,Johannes Hafner,College of Humanities and Social Sciences,1.6,4.6,1.8897046979865777,-1.0,11,24,745
1567,Marina Bykova,College of Humanities and Social Sciences,3.6,3.7,2.7696304849884528,68.75,33,47,1732
1568,Michael Pendlebury,College of Humanities and Social Sciences,2.0,4.0,2.8970103092783503,0.0,1,7,97
1569,Thomas Nadelhoffer,College of Humanities and Social Sciences,4.5,3.0,3.1449999999999996,-1.0,1,2,98
1570,Ben Middleton,College of Humanities and Social Sciences,3.0,4.2,2.7859285714285713,80.0,5,5,140
1571,Kevin Richardson,College of Humanities and Social Sciences,2.7,3.2,2.903641304347826,66.6667,6,11,368
1572,Shay Logan,College of Humanities and Social Sciences,4.9,3.6,2.806029962546816,100.0,32,9,267
1573,David Auerbach,College of Humanities and Social Sciences,2.2,4.0,2.030621326616289,-1.0,32,50,1191
1574,Matt Hettche,College of Humanities and Social Sciences,3.6,2.9,3.232581484315225,27.7778,41,88,6535
1575,Veljko Dubljevic,College of Humanities and Social Sciences,5.0,4.0,3.0460132158590305,100.0,3,19,454
1576,Drew Alexander,College of Humanities and Social Sciences,2.8,2.0,3.4683606557377056,50.0,4,7,305
1577,Michael Marnell,College of Humanities and Social Sciences,3.2,2.5,3.2315,58.3333,31,107,4840
1578,Nevin Johnson,College of Humanities and Social Sciences,3.5,4.5,3.109861111111111,50.0,2,4,144
1579,David Austin,College of Humanities and Social Sciences,2.7,4.1,2.9732127031019204,33.3333,45,77,6770
1580,Gary Comstock,College of Humanities and Social Sciences,4.6,3.0,3.02794964028777,91.3793,61,14,556
1581,Mary Tjiattas,College of Humanities and Social Sciences,3.0,2.4,3.278558139534885,42.8571,11,70,1720
1582,Brandon Kidd,College of Humanities and Social Sciences,4.1,3.0,2.757329192546584,85.7143,7,12,322
1583,John Carroll,College of Humanities and Social Sciences,4.3,3.1,2.960304219823357,80.0,9,44,1019
1584,Andrew Taylor,College of Humanities and Social Sciences,4.5,3.0,2.962080701754386,73.6842,43,128,2850
1585,Anthony Solari,College of Humanities and Social Sciences,4.7,2.9,3.0585569852941172,91.1111,60,87,3264
1586,Daniel Graham,College of Humanities and Social Sciences,4.0,3.3,2.9802757793764996,72.0,39,100,2502
1587,Steven Greene,College of Humanities and Social Sciences,3.8,2.8,2.7676662404092065,70.2128,77,86,3128
1588,Zlatin Mitkov,College of Humanities and Social Sciences,4.5,3.4,3.300953608247422,85.7143,14,18,388
1589,William Pollock,College of Humanities and Social Sciences,5.0,3.0,3.3462637362637366,100.0,1,6,182
1590,George Garson,College of Humanities and Social Sciences,3.0,2.0,2.7413953488372096,-1.0,1,42,731
1591,John Mandeville,College of Humanities and Social Sciences,2.6,3.3,2.839285714285715,23.8095,22,30,1050
1592,Bolek Kabala,College of Humanities and Social Sciences,3.0,2.3,3.1227272727272726,66.6667,3,3,99
1593,Michael Cobb,College of Humanities and Social Sciences,3.3,3.1,2.7112421185372,28.5714,43,35,1586
1594,Anne Izod,College of Humanities and Social Sciences,4.5,3.3,3.063220338983051,100.0,3,10,295
1595,Megan Warnement,College of Humanities and Social Sciences,2.8,3.8,2.86438679245283,-1.0,4,7,212
1596,Susan Camilleri,College of Humanities and Social Sciences,5.0,2.0,2.9796721311475407,-1.0,1,5,183
1597,Casey Fleming,College of Humanities and Social Sciences,4.7,2.5,3.045561224489796,-1.0,8,5,196
1598,Christopher Cody,College of Humanities and Social Sciences,4.8,2.0,3.049249146757679,100.0,8,8,293
1599,Brent Lucas,College of Humanities and Social Sciences,4.0,1.5,2.985555555555556,-1.0,2,10,342
1600,John Strange,College of Humanities and Social Sciences,3.0,2.0,3.1109565217391304,-1.0,2,11,345
1601,Stephen Neely,College of Humanities and Social Sciences,5.0,1.6,3.3719491525423733,-1.0,9,3,118
1602,Patrick Hamlett,College of Humanities and Social Sciences,2.7,3.6,3.404956896551724,-1.0,8,27,696
1603,Stephen Kleinschmit,College of Humanities and Social Sciences,4.1,3.0,2.825408970976253,-1.0,7,12,379
1604,Allyson Alston,College of Humanities and Social Sciences,3.7,2.0,3.056044776119403,-1.0,3,6,268
1605,Eric Fotheringham,College of Humanities and Social Sciences,4.8,2.0,3.2357692307692307,-1.0,2,8,286
1606,Philip Pavlik,College of Humanities and Social Sciences,2.5,4.1,2.1264313725490194,-1.0,38,45,1020
1607,Amanda Stewart,College of Humanities and Social Sciences,5.0,3.0,3.646184210526316,100.0,1,2,76
1608,Leila Chelbi,College of Humanities and Social Sciences,4.5,2.0,3.785267857142857,100.0,2,4,112
1609,Xintong Chen,College of Humanities and Social Sciences,5.0,2.0,3.8088321167883206,100.0,1,4,137
1610,Michael Struett,College of Humanities and Social Sciences,2.3,3.2,2.74297153024911,10.0,31,63,2248
1611,Jessica Berrett,College of Humanities and Social Sciences,5.0,2.0,3.7990502793296086,100.0,1,6,179
1612,Anne-Lise Velez,College of Humanities and Social Sciences,3.7,1.8,3.3445312500000006,50.0,4,8,192
1613,Michael Walton,College of Humanities and Social Sciences,5.0,1.5,3.1403225806451616,-1.0,2,7,217
1614,John Kuzenski,Poole College of Management,3.5,4.2,2.1066717973004967,59.0643,197,85,8446
1615,Clifford Griffin,College of Humanities and Social Sciences,2.2,3.7,2.744756847400782,27.2727,51,37,1789
1616,Heidi Hobbs,College of Humanities and Social Sciences,3.0,3.0,3.2400000000000007,-1.0,2,2,101
1617,Scott Duryea,College of Humanities and Social Sciences,4.4,2.8,3.1659106529209624,100.0,5,8,291
1618,Richard Mahoney,College of Humanities and Social Sciences,3.2,3.3,3.388333333333333,66.6667,12,21,438
1619,Jessica Liao,College of Humanities and Social Sciences,3.6,3.4,3.247837837837838,71.4286,7,13,481
1620,Mark Nance,College of Humanities and Social Sciences,3.9,4.0,2.292606707317073,100.0,11,20,656
1621,Lada V Kochtcheeva,College of Humanities and Social Sciences,3.6,3.4,2.975619189289698,88.8889,22,32,2689
1622,Joseph Simons-Rudolph,College of Humanities and Social Sciences,3.2,2.4,3.3650077245641143,78.2609,28,75,4531
1623,Jordan Peterson,College of Humanities and Social Sciences,5.0,2.5,3.600346534653465,100.0,4,4,202
1624,Kyle Dvorak,College of Humanities and Social Sciences,3.6,2.7,3.207780821917808,72.7273,11,17,730
1625,Robert Moog,College of Humanities and Social Sciences,2.6,3.9,2.1685017421602786,28.5714,14,29,1148
1626,Steven McCallister,College of Humanities and Social Sciences,3.8,1.8,3.618779803646564,50.0,4,33,1426
1627,Trace Reid,College of Humanities and Social Sciences,4.2,3.3,2.7901372549019614,50.0,11,19,1020
1628,Ha Vien,College of Humanities and Social Sciences,5.0,3.0,3.43,100.0,1,1,37
1629,Devon Adams,College of Humanities and Social Sciences,5.0,1.0,3.84,100.0,1,1,38
1630,Robert Reardon,College of Humanities and Social Sciences,3.2,3.2,3.0305939004815414,55.5556,11,23,623
1631,Michael Vasu,College of Humanities and Social Sciences,4.5,4.0,3.483392857142857,100.0,2,3,56
1632,Christopher Reali,College of Humanities and Social Sciences,5.0,2.0,3.57,100.0,1,1,79
1633,Sandford Kessler,College of Humanities and Social Sciences,3.4,3.8,2.700232333010648,100.0,12,39,1033
1634,Paul Broussard,College of Humanities and Social Sciences,5.0,3.0,3.1497297297297293,100.0,1,3,74
1635,Christopher Tonelli,College of Humanities and Social Sciences,4.3,1.5,3.6166028708133973,-1.0,4,11,209
1636,Michelle Russell,College of Humanities and Social Sciences,4.7,2.6,3.1400521821631884,93.75,32,15,2108
1637,Reyyan  Can,College of Humanities and Social Sciences,3.5,1.8,3.6987234042553188,75.0,4,6,235
1638,Zachary Pugh,College of Humanities and Social Sciences,4.7,2.0,3.3422279260780288,100.0,16,10,974
1639,Christopher Mayhorn,College of Humanities and Social Sciences,4.2,2.7,3.0209190631485323,83.3333,36,29,3373
1640,Rachel Benton,College of Humanities and Social Sciences,5.0,1.5,3.879553072625699,100.0,2,3,358
1641,Anna Abate,College of Humanities and Social Sciences,4.0,3.0,3.0900000000000003,100.0,2,1,43
1642,Jeff Braden,College of Humanities and Social Sciences,4.7,2.6,3.0278231292517006,92.8571,16,3,588
1643,Laura Widman,College of Humanities and Social Sciences,4.9,1.8,3.5491615180935567,100.0,23,11,1133
1644,Olivia McGough,College of Humanities and Social Sciences,3.5,1.5,3.908333333333333,50.0,2,2,240
1645,Imani Murph,College of Humanities and Social Sciences,4.7,1.0,3.848779342723005,100.0,3,3,426
1646,Caitlin Reynolds,College of Humanities and Social Sciences,4.0,2.3,3.528256130790191,75.0,4,9,367
1647,Sarah Brown,College of Humanities and Social Sciences,4.7,1.7,3.59119579500657,100.0,7,7,761
1648,Kelly Mulvey,College of Humanities and Social Sciences,4.8,2.6,3.4051433121019103,93.75,16,11,1256
1649,Ragan Wilson,College of Humanities and Social Sciences,2.4,3.4,3.296585820895522,40.0,5,5,536
1650,Luke Priest,College of Humanities and Social Sciences,5.0,2.5,3.8024068767908314,100.0,2,9,349
1651,Bart Craig,College of Humanities and Social Sciences,4.4,2.1,3.2786406583358736,91.6667,28,29,3281
1652,Abby Nance,College of Humanities and Social Sciences,3.8,2.6,3.319917127071823,50.0,8,13,724
1653,Reina Evans,College of Humanities and Social Sciences,4.4,2.1,3.4700330033003297,85.7143,7,4,303
1654,Samuel Pond,College of Humanities and Social Sciences,2.9,3.4,3.114078913656162,37.5,8,38,3903
1655,Thomas Stokes,College of Humanities and Social Sciences,4.2,2.6,2.922495378927912,80.0,5,5,541
1656,Joel Osgood,College of Humanities and Social Sciences,4.0,2.9,3.173155963302753,88.8889,10,12,545
1657,Candalyn  Rade,College of Humanities and Social Sciences,4.9,3.0,3.0765860215053764,100.0,4,7,372
1658,David Martin,College of Humanities and Social Sciences,3.7,2.4,2.8313652275379226,-1.0,23,23,3428
1659,Dana Kotter-Gruehn,College of Humanities and Social Sciences,2.9,3.4,3.0748557213930354,0.0,9,16,1005
1660,Madison Beard,College of Humanities and Social Sciences,4.0,3.0,3.292777777777778,-1.0,1,5,252
1661,Peter Hegel,College of Humanities and Social Sciences,4.0,2.8,3.4068895348837205,100.0,4,4,344
1662,Sarah Desmarais,College of Humanities and Social Sciences,3.9,3.3,2.6103333333333336,-1.0,9,9,900
1663,John Begeny,College of Humanities and Social Sciences,4.2,2.7,3.347612994350282,100.0,14,24,708
1664,Laurence Upton,College of Humanities and Social Sciences,3.3,2.0,2.83338266384778,100.0,2,11,473
1665,Kyle Morgan,College of Humanities and Social Sciences,2.6,4.2,2.9155497382198954,-1.0,5,3,382
1666,Deanna Larus,College of Humanities and Social Sciences,3.1,3.9,2.5562,-1.0,16,5,600
1667,Steven Toaddy,College of Humanities and Social Sciences,4.8,4.0,2.9901812688821754,-1.0,2,10,331
1668,James Kalat,College of Humanities and Social Sciences,4.3,2.5,2.8537547249055017,-1.0,37,15,2381
1669,Seb Prohn,College of Humanities and Social Sciences,5.0,3.0,3.348275862068965,-1.0,1,3,87
1670,M.K. Ward,Poole College of Management,3.4,1.9,3.108206039076377,40.0,7,22,1689
1671,Sarah Ross,College of Humanities and Social Sciences,5.0,1.5,2.871405063291139,100.0,2,10,790
1672,Anna Behler,College of Humanities and Social Sciences,4.8,3.1,3.3201686340640806,93.0233,43,25,1779
1673,Ian Hughes,College of Humanities and Social Sciences,5.0,1.0,3.5904444444444437,100.0,1,3,135
1674,Cory  Moore,College of Humanities and Social Sciences,3.0,3.0,3.496536312849162,50.0,2,4,179
1675,Sean Chin,College of Humanities and Social Sciences,5.0,1.0,3.7396223316912978,100.0,2,6,609
1676,Swathi Vepachedu,College of Humanities and Social Sciences,5.0,1.0,3.5579797979797982,100.0,1,5,198
1677,Emine Ozturk,College of Humanities and Social Sciences,2.0,3.3,3.11,33.3333,3,1,44
1678,Elizabeth Fath,College of Education,4.2,2.4,3.64,75.0,9,1,28
1679,Heather Perkins,College of Humanities and Social Sciences,4.0,3.0,3.245673981191222,100.0,1,5,319
1680,Scott Stage,College of Humanities and Social Sciences,2.3,3.3,2.7680432020330366,6.25,29,16,1574
1681,Stephen Cauffman,College of Humanities and Social Sciences,3.0,3.0,3.3790140845070424,100.0,1,4,142
1682,Jennifer Burnette,College of Humanities and Social Sciences,4.3,2.2,3.5454158730158722,92.8571,18,18,1575
1683,Sean Gasperson,College of Humanities and Social Sciences,4.7,1.3,3.5192198581560286,-1.0,3,4,141
1684,Sharolyn Lane,College of Humanities and Social Sciences,1.9,4.2,3.057418879056047,-1.0,5,26,678
1685,Joan Michael,College of Humanities and Social Sciences,1.8,3.0,3.417978436657682,-1.0,3,31,742
1686,Jason Allaire,College of Humanities and Social Sciences,4.9,1.4,3.8457285622179236,100.0,65,25,3102
1687,Sean Noble,College of Humanities and Social Sciences,2.0,3.9,2.916376811594203,33.3333,9,8,276
1688,Jenna McChesney,College of Humanities and Social Sciences,5.0,1.7,3.6546407185628746,100.0,3,5,334
1689,Alexander Gloss,Poole College of Management,3.8,3.7,3.268247863247863,83.3333,6,8,234
1690,Mark Wilson,College of Humanities and Social Sciences,3.6,2.8,2.870507812500001,-1.0,4,20,768
1691,Adam Meade,College of Humanities and Social Sciences,4.3,2.5,3.230986316989738,89.2857,34,24,1754
1692,Rupert Nacoste,College of Humanities and Social Sciences,4.7,2.2,3.6631248266296805,100.0,129,54,7210
1693,Whitney Becker,College of Humanities and Social Sciences,5.0,2.0,3.494736842105263,100.0,2,4,133
1694,Jordyn McCrimmon,College of Humanities and Social Sciences,5.0,1.0,3.8127027027027025,100.0,2,4,148
1695,Tiffany Dangleben,College of Humanities and Social Sciences,3.6,2.2,3.8853941908713696,60.0,5,6,241
1696,Alexandra Babij,College of Humanities and Social Sciences,5.0,2.5,3.631818181818182,100.0,2,5,231
1697,Alyssa Kaszycki,College of Humanities and Social Sciences,5.0,2.0,3.694193548387097,100.0,2,3,124
